,Condition,Cylinders,Drive,Fuel,Link,Make,Model,Odometer,Paint_color,Price,Size,Title,Title_status,Transmission,Type,Unnamed: 0,VIN,Year,id
69, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-camry-xle-clean-title/6703442401.html,Toyota,Camry,105000, white,12750.0, full-size,2012 Camry Xle clean title, clean, automatic, sedan,69.0,9999991,2012,
70, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-camry-le/6703344426.html,Toyota,Camry,117068, grey,10999.0, full-size,2012 Toyota Camry LE, clean, automatic, sedan,70.0, 4T1BF1FK7CU616292,2012,
71, good, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2011-toyota-camry-le-rosemead/6677574069.html,Toyota,Camry,95000, grey,7500.0, compact,2011 toyota CAMRY / LE -（ROSEMEAD）, parts only, automatic, sedan,71.0,,2011,
72, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-camry-sport/6703132717.html,Toyota,Camry,77731, white,12800.0,,2015 Toyota Camry Sport Edition, clean, automatic,,72.0,,2015,
73, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2008-toyota-camry/6681345617.html,Toyota,Camry,154000, black,5000.0,,2008 Toyota Camry, clean, automatic,,73.0,,2008,
74, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2013-toyota-camry-le/6676467698.html,Toyota,Camry,67000, grey,12200.0,,2013 Toyota Camry LE, clean, automatic, sedan,74.0, 4T4BF1FK6DR275703,2013,
75, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2009-toyota-camry-le/6678918939.html,Toyota,Camry,116000, black,5000.0, mid-size,2009 Toyota Camry LE, clean, automatic, sedan,75.0, 4T1BE46K49U806449,2009,
76, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-camry-se-blue/6685746062.html,Toyota,Camry,41752, blue,12499.0, full-size,2012 TOYOTA CAMRY SE BLUE MATALLIC SEDAN, clean, automatic, sedan,76.0,,2012,
77, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-camry-se/6702034597.html,Toyota,Camry,69000, black,9000.0, mid-size,2014 Toyota Camry SE, salvage, automatic, sedan,77.0,,2014,
78, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2013-toyota-camry-for-sale/6701666483.html,Toyota,Camry,90957, white,11000.0,,2013 Toyota Camry for sale excellent condition!!, clean, automatic, sedan,78.0,,2013,
79, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/ant/cto/d/toyota-camry-se/6701504495.html,Toyota,Camry,70000, silver,12500.0, full-size,TOYOTA CAMRY SE, clean, automatic, sedan,79.0,,2015,
80, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-toyota-camry-se-clean/6701297442.html,Toyota,Camry,25004, grey,17400.0, mid-size,2017 TOYOTA CAMRY SE/CLEAN TITLE/25K MILES, clean, automatic, sedan,80.0,,2017,
81, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2013-toyota-camry-le/6676467899.html,Toyota,Camry,67000, grey,12200.0,,2013 Toyota Camry LE, clean, automatic, sedan,81.0, 4T4BF1FK6DR275703,2013,
82, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-camry-se-sport/6701184665.html,Toyota,Camry,35895,,9300.0,,2014 TOYOTA CAMRY SE SPORT 36K MILES✔ accord altima fusion, salvage, automatic,,82.0,,2014,
83, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-camry-2008-good/6697176985.html,Toyota,Camry,94000, silver,5500.0,,"Toyota Camry 2008 good condition, clean title", clean, automatic, sedan,83.0,,2008,
84, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-camry/6689727057.html,Toyota,Camry,103699,,5200.0,,2010 TOYOTA CAMRY, salvage, automatic, sedan,84.0,,2010,
85, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-camry-xle/6699423840.html,Toyota,Camry,127829, white,12999.0,,2012 Toyota Camry XLE, clean, automatic, sedan,85.0,,2012,
86, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2012-toyota-camry/6689494506.html,Toyota,Camry,35023, black,6900.0, compact,2012 Toyota Camry, clean, automatic, coupe,86.0,,2012,
87, like new, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-toyota-camry-le-clean/6675786769.html,Toyota,Camry,123000, grey,6900.0, mid-size,2011 Toyota Camry LE clean title loaded automatic low miles, clean, automatic, sedan,87.0,,2011,
88, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2009-toyota-camry-for-sale/6697536067.html,Toyota,Camry,88000, black,8000.0, full-size,2009 TOYOTA CAMRY FOR SALE, clean, automatic, sedan,88.0,,2009,
89, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-camry-for-sale/6697355862.html,Toyota,Camry,130000, red,6000.0, full-size,Toyota Camry for sale, salvage, automatic, sedan,89.0,,2008,
90, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/toyota-camry/6697301357.html,Toyota,Camry,110965, grey,6150.0,,TOYOTA CAMRY, clean, automatic, sedan,90.0,0,2009,
91, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-camry-se-like-new/6696291858.html,Toyota,Camry,65000, grey,14799.0, mid-size,2015 TOYOTA CAMRY SE LIKE NEW!!, clean, automatic, sedan,91.0,,2015,
92, like new, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/wst/cto/d/toyota-camry-le/6696296893.html,Toyota,Camry,23500, silver,15395.0, full-size,Toyota Camry LE, clean, automatic, sedan,92.0,,2015,
93, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-toyota-camry/6672033132.html,Toyota,Camry,147437, black,6400.0, mid-size,2010 ***********************toyota camry, clean, automatic, sedan,93.0,,2010,
94, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/brand-new-toyota-camry-2018/6696024804.html,Toyota,Camry,17000, blue,23999.0, full-size,Brand new Toyota Camry 2018, clean, automatic, sedan,94.0,,2018,
95, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/toyota-camry-le/6695967447.html,Toyota,Camry,88000, green,6995.0, full-size,Toyota Camry LE, clean, automatic, sedan,95.0,,2010,
96, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-camry-hybrid/6670130511.html,Toyota,Camry,145000, red,5550.0, compact,2010 TOYOTA CAMRY HYBRID, salvage, automatic, sedan,96.0,,2010,
97, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-toyota-camry-le/6694972407.html,Toyota,Camry,147, black,5600.0, compact,2010 TOYOTA CAMRY LE, clean, automatic, sedan,97.0,,2010,
98, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-toyota-camry-le-35l-v6/6674883814.html,Toyota,Camry,120000,,7200.0,,2010 Toyota Camry LE 3.5L V6 - Clean Title & Smogged Ready To Go! - $, clean, automatic, sedan,98.0,,2010,
99, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-camry-le-35l-v6/6674922529.html,Toyota,Camry,120000,,7200.0,,2010 Toyota Camry LE 3.5L V6 - Clean Title & Smogged Ready To Go! - $, clean, automatic, sedan,99.0,,2010,
100, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-toyota-camry-le-35l-v6/6674924945.html,Toyota,Camry,120000,,7200.0,,2010 Toyota Camry LE 3.5L V6 - Clean Title & Smogged Ready To Go! - $, clean, automatic, sedan,100.0,,2010,
101, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/toyota-camry-4dr-sports/6694676368.html,Toyota,Camry,126061, white,7000.0, mid-size,Toyota Camry 4Dr Sports Edition, clean, automatic, sedan,101.0, 4T1BE46K48U765187,2008,
102, excellent, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sfv/cto/d/09-toyota-camry-le-smog-regis/6670230069.html,Toyota,Camry,113000, brown,6200.0, full-size,"09 Toyota Camry LE - Smog, Regis, Clean Title and Excellent Condition", clean, automatic, sedan,102.0,,2009,
103, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2009-toyota-camry-se/6684905647.html,Toyota,Camry,82081, silver,6995.0, full-size,2009 Toyota Camry SE, salvage, automatic, sedan,103.0,,2009,
104, good, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/lac/cto/d/2011-toyota-camry/6693588748.html,Toyota,Camry,84000, white,6500.0, compact,2011 Toyota Camry, clean, automatic, sedan,104.0,,2011,
105, good, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2016-toyota-camry-hybrid-se/6692910022.html,Toyota,Camry,36000, grey,18000.0, mid-size,2016 Toyota Camry Hybrid SE, clean, automatic, sedan,105.0, 4T1BD1FK6GU180112,2016,
106, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/camry-hybrid-2016/6678793735.html,Toyota,Camry,36000, grey,18000.0, mid-size,Camry Hybrid 2016, clean, automatic, sedan,106.0, 4T1BD1FK6GU180112,2016,
107, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2016-toyota-camry/6692274067.html,Toyota,Camry,49600, blue,10590.0, compact,2016 TOYOTA CAMRY, salvage, automatic, sedan,107.0,,2016,
108, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2011-toyota-camry-le-sedan/6666767790.html,Toyota,Camry,139224, grey,6999.0,,2011 Toyota Camry LE  SEDAN, clean, automatic,,108.0, 4t4bf3ek4br092021,2011,
109, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/clean/6691333073.html,Toyota,Camry,82000, grey,10900.0, compact,Clean, clean, automatic, sedan,109.0,,2013,
110, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-camry-le-4-door/6686984559.html,Toyota,Camry,81100, white,9400.0, mid-size,2011 Toyota Camry LE 4 Door Sedan White, clean, automatic, sedan,110.0,,2011,
111, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-camry-se/6691178692.html,Toyota,Camry,73093, black,12500.0,,2012 Camry SE, clean, automatic,,111.0,,2012,
112, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-totota-camry-le/6691175277.html,Toyota,Camry,94000, white,9999.0, mid-size,2012 Totota Camry LE, clean, automatic, sedan,112.0, 4T4BF1FK3CR260929,2012,
113, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2012-totota-camry-le/6691170772.html,Toyota,Camry,94000, white,9999.0, mid-size,2012 Totota Camry LE, clean, automatic, sedan,113.0, 4T4BF1FK3CR260929,2012,
114, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2011-toyota-camry-le/6691134404.html,Toyota,Camry,97320, custom,9500.0, compact,2011 Toyota Camry LE, clean, automatic, sedan,114.0, 4T1BF3EK0BU217767,2011,
115, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2009-toyota-camry-le-salvage/6690969559.html,Toyota,Camry,100, silver,5300.0, compact,2009 toyota camry le salvage title $5300 o mejor oferta, salvage, automatic,,115.0,,2009,
116, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-camry/6668760206.html,Toyota,Camry,104070, white,11500.0, compact,Toyota Camry, clean, automatic, sedan,116.0,,2014,
117, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-camry-low-miles/6690285545.html,Toyota,Camry,29000, blue,14000.0, mid-size,"2014 Toyota Camry - LOW miles great condition - $14,000", clean, automatic, sedan,117.0,,2014,
118, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-toyota-camry-xle-v6/6690185543.html,Toyota,Camry,120000, custom,6400.0, mid-size,2010 Toyota Camry XLE V6, clean, automatic, sedan,118.0,,2010,
119, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-camry-se-sport/6672898049.html,Toyota,Camry,38495, grey,10900.0, mid-size,2012 Camry SE Sport, clean, automatic, sedan,119.0,,2012,
120, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-camry-le/6689696265.html,Toyota,Camry,67450, green,7600.0, compact,2012 TOYOTA CAMRY LE, salvage, automatic, sedan,120.0,,2012,
121, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-camry-se/6663708625.html,Toyota,Camry,98375, silver,11975.0, mid-size,2012 Toyota Camry SE - Excellent Condition, clean, automatic, sedan,121.0,,2012,
122, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-camry-le-4door/6680542830.html,Toyota,Camry,107000,,9300.0,,2014 Toyota Camry Le 4door  * 107k* Smog done* Clean, clean, automatic,,122.0, 4T4BF1FK3ER352691,2014,
123, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-toyota-camry-se/6689092437.html,Toyota,Camry,17500, white,23000.0, full-size,2017 TOYOTA CAMRY SE, clean, automatic, sedan,123.0,,2017,
124, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-toyota-camry-se/6689089047.html,Toyota,Camry,18000, white,23000.0, full-size,2017 TOYOTA CAMRY SE, clean, automatic, sedan,124.0,,2017,
125, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2008-toyota-camry-ce/6680870524.html,Toyota,Camry,130000,,4299.0, full-size,2008 Toyota Camry CE, clean, automatic, sedan,125.0,,2008,
126, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2009-toyota-camry/6688249060.html,Toyota,Camry,69000, black,7000.0,,2009 Toyota Camry, salvage, automatic,,126.0,,2009,
127, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-camry-2015/6688048447.html,Toyota,Camry,27468, black,15500.0, full-size,Toyota camry 2015, clean, automatic, sedan,127.0,,2015,
128, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-toyota-camry-se/6687749839.html,Toyota,Camry,17500, white,23000.0, full-size,2017 TOYOTA CAMRY SE, clean, automatic, sedan,128.0,,2017,
129, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/toyota-camry-2014-le/6687599959.html,Toyota,Camry,46000, red,11800.0, full-size,Toyota Camry 2014 LE Excellent Condition, clean, automatic, sedan,129.0,,2014,
130, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2015-toyota-camry-se/6687588329.html,Toyota,Camry,44000, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,130.0,,2015,
131, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2015-toyota-camry-se/6687586780.html,Toyota,Camry,44000, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,131.0,,2015,
132, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-camry-se/6687573239.html,Toyota,Camry,44000, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,132.0,,2015,
133, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-toyota-camry-se/6682403250.html,Toyota,Camry,44, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,133.0,,2015,
134, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-camry-se/6682439132.html,Toyota,Camry,44000, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,134.0,,2015,
135, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2015-toyota-camry-se/6682449188.html,Toyota,Camry,44000, black,9850.0, full-size,2015 Toyota Camry Se, salvage, automatic, sedan,135.0,,2015,
136, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2009-camry-4-door/6687431773.html,Toyota,Camry,133000, blue,4600.0, full-size,2009 CAMRY 4-DOOR, salvage, automatic, sedan,136.0,,2009,
137, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-camry-le/6672902959.html,Toyota,Camry,4000, white,10495.0,,2015 toyota camry le, salvage, automatic, sedan,137.0,,2015,
138, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-toyota-camry-4cyl-low/6679988320.html,Toyota,Camry,87000,,7890.0,,2009 TOYOTA CAMRY 4CYL  LOW MILES, clean, automatic,,138.0,,2009,
139, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-camry-le-4d-107k/6679319525.html,Toyota,Camry,107000,,9400.0,,2014 Toyota Camry Le 4D/ 107k Mile/ CLEAN TITLE/ Excellent / Smog don, clean, automatic,,139.0, 4T4BF1FK3ER352691,2014,
140, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2011-toyota-camry-le-black/6660231351.html,Toyota,Camry,98408, black,9875.0, mid-size,2011 Toyota Camry LE (Black Exterior) - Original Owner, clean, automatic, sedan,140.0,,2011,
141, excellent, 4 cylinders,, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-camry-hybrid/6686259808.html,Toyota,Camry,70000, silver,12000.0, full-size,2011 Toyota Camry Hybrid, clean, automatic, sedan,141.0,,2011,
142, good,,, gas,https://losangeles.craigslist.org/wst/cto/d/2008-toyota-camry-le-for-sale/6671964492.html,Toyota,Camry,134763, white,6000.0,,2008 TOYOTA CAMRY LE for sale, clean, automatic, sedan,142.0,,2008,
143, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-toyota-camry-special-ed/6668751579.html,Toyota,Camry,76000,,12500.0,,2012 Toyota Camry special ed, clean, automatic,,143.0,,2012,
144, good, 6 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2009-camry-le-v6/6685708692.html,Toyota,Camry,161000,,4000.0,,2009 Camry LE V6, clean, automatic,,144.0,,2009,
145, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-toyota-camry-le/6660730926.html,Toyota,Camry,128000, grey,8000.0, full-size,2011 Toyota Camry LE, clean, automatic, sedan,145.0,,2011,
0, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic-ex-4-doors/6710645314.html,Honda,Civic,82000, black,5000.0, mid-size,2012 Honda civic EX 4 doors 80K miles automatic moon roof runs great, salvage, automatic, sedan,0.0,,2012,
1, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2016-honda-civic-lx/6696529351.html,Honda,Civic,22250, grey,11495.0, sub-compact,2016 Honda Civic LX, salvage, automatic, sedan,1.0,,2016,
2, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-exl-turbo/6710624688.html,Honda,Civic,9000, grey,14200.0,,Honda Civic EXl Turbo Hatchback Honda Sensing 40mpg, salvage, automatic,,2.0,,2017,
3, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-civic-si-one-owner/6710598238.html,Honda,Civic,45000,,14500.0,,2013 Honda Civic SI One Owner Clean Title, clean, manual, sedan,3.0,,2013,
4, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2018-honda-civic/6710586588.html,Honda,Civic,2250, blue,24344.0, mid-size,2018 Honda Civic, clean, automatic, sedan,4.0,0,2018,
5, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6710496518.html,Honda,Civic,82000, black,6900.0,,2012 Honda Civic, salvage, automatic,,5.0,,2012,
6, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/honda-civic-ex-2014/6710470359.html,Honda,Civic,81,,7500.0,,"Honda Civic EX 2014 americano,va llegando 81MIL MILLAS BOLSAS BUENAS!", salvage, automatic,,6.0,,2014,
7, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-coupe-2013-lx/6710479455.html,Honda,Civic,150000, black,4000.0,,Honda Civic coupe 2013 lx, salvage, automatic,,7.0,,2013,
8, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-honda-civic-se-sedan-4d/6710332717.html,Honda,Civic,59600, black,12500.0, compact,2015 Honda Civic SE Sedan 4D  ** Clean Title - One Owner **, clean, automatic, sedan,8.0,,2015,
9, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2008/6700430042.html,Honda,Civic,160000, black,4100.0, compact,HONDA CIVIC 2008, clean, manual,,9.0, 2HGFG11698H540647,2008,
10, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6710311745.html,Honda,Civic,46000, brown,6800.0, compact,2012 Honda Civic, salvage, automatic, sedan,10.0,,2012,
